Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed,Sesotho,English,Maths
S22428,11.9,53.4,94.8,Yes,Master,Yes,96.6590840549736,89.3875674172862,100.0
S22429,15.3,75.27632340559882,55.0,No,Master,Yes,60.322281040703174,53.56513522701803,51.65298974430836
S22430,9.4,107.1,33.8,Yes,High School,No,33.1947925396623,41.815746441149656,23.41315491037565
S22431,1.9,70.2,39.7,Yes,High School,No,31.5951997527318,38.50471876328099,31.26169671939566
S22432,15.1,61.4,59.0,No,Bachelor,Yes,64.10825417528838,55.59908345824173,57.009327490777565
S22433,1.1,87.1,72.6,No,Bachelor,No,63.7185051921711,75.63349226672598,75.1192572783006
S22434,2.3,75.27632340559882,62.3,No,Associate,No,54.570226110384795,66.82955713618287,61.406348107123506
S22435,9.1,59.7,64.6,Yes,High School,No,63.7083080625264,60.764365410819195,64.47234490802536
S22436,11.3,61.2,45.6,Yes,Associate,Yes,46.8589262283775,42.15680145498043,39.13505228872046
S22437,12.1,108.9,67.8,Yes,,No,69.91123749379177,76.27467159589109,68.74329055663887
S22438,9.7,75.27632340559882,69.3,Yes,Master,No,68.96930223976763,75.5440944345632,70.72315988936057
S22439,18.8,105.3,35.3,Yes,Master,No,44.10021882567428,42.88205750991278,25.39609358096484
S22440,10.3,93.8,94.7,Yes,Doctorate,No,95.02584170541601,99.40334157727509,100.0
S22441,15.2,57.9,77.1,Yes,Bachelor,,82.27334050876468,72.83201613854544,81.12055535511797
S22442,13.9,74.3,68.7,Yes,Master,No,72.63477282047349,68.53516640667775,69.94825439736489
S22443,3.5,53.8,97.6,No,Associate,Yes,91.13563133897735,92.29271333912988,100.0
S22444,9.2,94.5,57.4,No,Bachelor,No,56.55134756357239,62.27912954919262,54.87563419502368
S22445,20.6,64.1,69.3,Yes,Master,No,79.91660256640509,66.582571418306,70.73882323563411
S22446,9.962744375740034,40.8,42.2,Yes,High School,No,39.67824573029871,33.64150565549384,34.608113616560324
S22447,6.6,77.3,91.0,No,Master,Yes,87.62689737821654,91.56837146784005,99.66739175919601
S22448,10.9,97.5,75.0,No,Doctorate,Yes,75.8528779073851,80.62607109075375,78.32819262943227
S22449,7.7,47.5,54.5,,High School,Yes,52.15740035369974,47.61459536240031,50.998276343724775
S22450,6.0,72.5,55.6,No,Bachelor,Yes,51.63147710248881,54.97482859664398,52.47362532189366
S22451,7.6,63.9,79.5,Yes,Associate,No,77.08358302851207,76.72735069100995,84.33979497351955
S22452,17.2,94.8,88.3,No,,No,95.46004835684312,93.25548431000844,96.05398478278308
S22453,9.3,34.1,56.5,No,Doctorate,Yes,55.81690654261214,46.26460478683628,53.68128608735133
S22454,3.4,97.7,76.8,Yes,Master,No,70.15962483622644,82.4749083388897,80.74728727785856
S22455,2.4,60.9,51.2,Yes,High School,No,43.64126730955918,47.674516866837116,46.600352304740326
S22456,21.0,71.8,74.0,No,High School,No,85.03402466027235,73.20004761617781,76.99586509639833
S22457,9.962744375740034,92.2,65.6,,Associate,No,64.48332815282949,69.89301784248059,65.78334887395997
S22458,12.2,104.6,40.2,No,Bachelor,Yes,42.37289250482709,47.59448587614256,31.922852053551768
S22459,6.1,76.0,57.2,Yes,Bachelor,No,53.343113868301955,57.45661700758027,54.60776462217059
S22460,-1.0,60.5,77.5,Yes,Associate,,79.10492984635708,73.87501143489675,81.66890091838637
S22461,17.3,64.4,72.1,Yes,Associate,Yes,79.39664825800766,69.44249903823142,74.47947921501941
S22462,6.7,98.3,46.8,,Associate,No,43.538684081281225,52.630459867196535,40.7205692350486
S22463,12.3,57.3,49.2,Yes,Bachelor,Yes,51.492933899742916,44.77902658930439,43.92201680031201
S22464,3.0,81.6,65.44010682523813,No,Doctorate,No,58.41137544578619,67.08449774314141,56.956408241845686
S22465,20.1,75.1,52.7,No,Associate,No,62.814330591833965,52.737192609002165,48.59599105529732
S22466,11.3,90.2,67.7,Yes,High School,Yes,69.04267965122288,71.49632674240242,68.60856655766919
S22467,7.9,75.7,76.2,Yes,Associate,Yes,74.13603077823855,76.37069737591088,79.93969834564503
S22468,8.5,66.3,39.2,No,,Yes,37.710629383569184,37.03058964556434,30.59169934810361
S22469,7.4,64.9,67.0,Yes,Doctorate,Yes,64.44980912742832,64.47954506990033,67.6791994568611
S22470,7.7,64.5,48.3,No,Master,,46.00547417938253,45.68602720769566,42.723946273588396
S22471,-2.2,47.4,65.1,Yes,Bachelor,Yes,52.86252428825169,58.20267674694707,65.11856359121334
S22472,9.5,85.1,92.4,Yes,High School,No,91.91017133951622,94.93023991256209,100.0
S22473,9.3,79.2,46.8,No,Associate,No,46.10060659697144,47.849793401862,40.72806346673743
S22474,12.4,45.7,65.44010682523813,No,High School,No,67.88341451154052,58.10949232550273,65.51636818149227
S22475,7.4,66.9,20.6,No,Master,Yes,17.98428126779237,18.57187408054413,5.807127661813141
S22476,6.1,69.5,73.2,Yes,Bachelor,Yes,69.34481842929489,71.82249317998452,75.92562988563098
S22477,10.0,63.3,58.1,No,Associate,No,58.06112527773512,55.17291801850428,55.800223260645154
S22478,1.9,72.6,82.6,Yes,Doctorate,No,74.53815940954757,82.00058349598282,88.46951621779638
S22479,10.7,72.9,62.0,Yes,Doctorate,No,62.71711593767292,61.46533099842311,61.007363266079324
S22480,0.7,92.9,72.9,No,High School,No,63.5909037023914,77.37177333787278,75.52317426622317
S22481,15.6,74.9,93.7,No,High School,,99.30409324415399,93.67660115716696,100.0
S22482,-1.0,86.9,74.4,No,High School,No,77.82134977830388,77.36816709212637,77.52679634170927
S22483,5.4,47.2,75.3,No,High School,,70.66907061787992,68.34562285743571,78.73656495977833
S22484,13.3,53.8,83.0,No,Associate,Yes,86.30569006669019,77.69229022347429,89.01344358433438
S22485,10.6,47.5,70.7,,Associate,Yes,71.25757112126941,63.83107779299035,72.58711062806789
S22486,5.0,67.1,53.7,No,High School,Yes,48.654948844575706,51.721333443980114,49.92438584305902
S22487,-0.1,76.1,26.9,No,Master,Yes,16.785619213854552,27.1779844558805,14.192996187455668
S22488,11.6,108.4,55.7,No,Master,Yes,57.282178417132265,64.03856673711603,52.592112621643665
S22489,6.0,58.4,74.7,Yes,High School,No,70.72859076432484,70.55166664017696,77.94505729033679
S22490,15.5,92.0,58.6,Yes,Bachelor,No,64.0748478484804,62.8465515325175,56.459818272383515
S22491,10.1,75.27632340559882,62.2,No,Associate,No,62.27016866940926,58.038534040088415,61.26713501476495
S22492,9.962744375740034,75.5,61.6,No,Bachelor,Yes,58.10208651751341,61.71947976223997,60.48135586953725
S22493,19.0,72.0,56.8,Yes,Doctorate,No,65.78919366545236,56.03853800036681,54.05801186554146
S22494,12.9,56.5,74.9,,Associate,Yes,77.78223246301503,70.28089722580984,78.21316276849389
S22495,-8.3,58.1,73.4,Yes,Master,No,55.12456742447948,69.1720388857181,76.21351969698422
S22496,7.6,106.9,63.2,Yes,Bachelor,Yes,60.76804115604567,71.18746389797005,62.59991579815089
S22497,3.1,64.3,75.6,No,Doctorate,Yes,68.67955503993788,72.93395965031624,79.13279164128058
S22498,6.0,95.0,65.7,No,Bachelor,No,61.70101031139846,70.69319576244288,65.94926275114103
S22499,9.3,88.6,67.0,Yes,Bachelor,Yes,66.27633800540733,70.39337974918472,67.67999862380495
S22500,11.8,62.8,59.7,No,Associate,,61.47024254293773,56.64468218617235,57.940814822568925
S22501,11.3,74.9,58.7,Yes,High School,Yes,60.00682871056787,58.68304981827856,56.61540136326473
S22502,15.4,77.4,57.9,No,Associate,No,63.28936538282401,58.503521953446,55.53134154759801
S22503,13.2,84.7,63.0,No,Associate,Yes,66.18299188754334,65.43477169012775,62.33129717331254
S22504,12.9,66.9,72.8,No,Master,No,75.67373464562752,70.7747753599234,75.39010531636127
S22505,11.0,44.9,57.4,No,Master,Yes,58.40746161566637,49.866023651451286,54.85740525759374
S22506,16.4,61.0,65.7,Yes,Doctorate,No,72.1339942636295,62.197789611306554,65.93326069038189
S22507,8.4,98.3,82.0,Yes,High School,Yes,80.41861728404541,87.82782260947423,87.66142523313565
S22508,8.5,74.4,81.4,Yes,Doctorate,Yes,79.94848365632406,81.24302732836028,86.8559984825805
S22509,0.5,66.6,49.6,No,Bachelor,No,40.07213323513735,47.496032700718224,44.478630070285696
S22510,15.3,45.5,100.0,Yes,Bachelor,No,100.0,92.62450961529196,100.0
S22511,9.6,99.7,65.44010682523813,Yes,Doctorate,No,65.05547804634236,71.6254838434921,68.61775168458105
S22512,24.7,70.9,57.7,No,Bachelor,No,72.36802853085636,56.66360913572147,55.252472836615304
S22513,8.0,96.7,37.0,Yes,Associate,Yes,34.97233654118771,42.43748491120027,27.661135914281736
S22514,10.4,88.6,78.1,No,High School,Yes,78.54289064708367,81.51201855112366,82.47200006812122
S22515,9.962744375740034,90.9,71.3,,Associate,No,74.03252476804207,75.27627804010747,73.39583859820317
S22516,4.5,108.2,51.1,Yes,Master,No,45.59050013505644,59.39725534920795,46.47283280345784
S22517,11.8,77.4,66.6,No,Associate,No,68.39273856939613,67.20452811858473,67.14514229305941
S22518,10.2,72.3,44.0,No,High School,No,44.17330716028593,43.33257395298125,37.00076969659278
S22519,8.5,106.3,44.5,No,High School,Yes,42.98155905161581,52.31943245947965,37.66294572361134
S22520,15.9,91.7,65.44010682523813,No,Doctorate,Yes,71.30312661895317,69.60997260331487,63.95593620030864
S22521,5.5,60.9,61.7,No,Master,No,57.18125641044672,58.17593821215414,60.585385884241994
S22522,11.4,95.9,87.4,Yes,Bachelor,Yes,88.77451056541112,92.61680488674482,94.86352151663897
S22523,17.3,105.3,65.0,Yes,Master,Yes,72.27332145692523,72.57495065969815,65.01657571266652
S22524,6.5,29.0,58.2,,Associate,Yes,54.66689122021851,46.70006005974037,55.91909155007771
S22525,8.5,50.1,54.0,Yes,Associate,No,52.5155700865385,47.777516446565656,50.333183795274024
S22526,21.7,58.8,69.0,,High School,Yes,80.72652281735914,64.9495497508756,70.34094932810227
S22527,12.4,89.5,27.5,Yes,High School,No,29.871955325780284,31.11531158880645,15.012129071366399
S22528,7.5,90.8,66.7,Yes,Doctorate,No,64.16901261678692,70.6444623315055,67.25592665467664
S22529,14.0,85.4,90.9,No,Associate,No,94.9131238003924,93.49769278345686,99.53768386751625
S22530,7.2,92.5,80.0,No,Master,No,77.15953224204488,84.38197530647898,85.00781774520621
S22531,2.2,52.8,96.5,No,High School,Yes,88.67542037919965,90.95901543147683,100.0
S22532,16.9,50.9,54.5,No,Doctorate,Yes,61.36181972632585,48.46977002375178,51.01016737205154
S22533,4.5,100.1,71.9,No,Doctorate,Yes,66.38470367934494,78.16570730402283,74.20071685626338
S22534,22.3,77.1,62.5,Yes,Associate,No,74.75856312498645,63.0189289214534,61.67610412555287
S22535,7.6,99.2,83.3,No,High School,Yes,80.85333812268897,89.3433652680649,89.39434818487726
S22536,20.7,61.0,63.5,No,High School,No,74.16632340780927,60.00706910317875,63.01214731817321
S22537,3.2,53.9,81.0,Yes,Bachelor,Yes,74.15664465739971,75.71938655267668,86.34786984139762
S22538,15.1,49.6,50.4,No,Associate,No,55.52746793133126,44.045674241045276,45.52591170944174
S22539,12.5,91.0,62.8,No,Associate,Yes,65.29863136492325,66.80504788376365,62.05905969638899
S22540,14.2,97.6,60.4,Yes,Bachelor,Yes,64.58873112777576,66.06000564800226,58.86114744587002
S22541,14.8,75.27632340559882,83.3,Yes,Master,No,88.1401135333813,86.00885289695424,89.40847161486172
S22542,9.962744375740034,65.3,50.1,Yes,High School,No,47.61127428859414,47.683134308675186,45.13757828599333
S22543,3.5,87.7,58.0,Yes,High School,Yes,51.455780789985006,61.18569152181596,55.659164478691565
S22544,9.7,87.2,62.1,No,Associate,,61.84541134830391,65.14850643597514,61.136862541520294
S22545,9.962744375740034,34.5,36.9,No,Associate,,38.01515128792567,26.773822461159952,27.517591793779427
S22546,7.6,75.27632340559882,60.5,Yes,High School,No,58.140776894222476,58.74796588364445,58.98483031827781
S22547,11.4,80.6,66.3,No,Associate,Yes,67.6877698507993,67.69722362576782,66.72845350097057
S22548,11.6,97.2,88.4,No,Doctorate,No,90.04812765587371,93.94026720209223,96.19648012599605
S22549,5.4,73.3,65.44010682523813,No,High School,Yes,60.889974592518804,65.01444720082048,63.83401110790665
S22550,12.0,78.0,62.9,No,Master,Yes,64.87485640845233,63.64520988646495,62.207405300807196
S22551,8.7,73.7,56.5,No,,Yes,55.16393988152677,56.16316498631219,53.65110483530984
S22552,9.962744375740034,80.3,57.7,Yes,Associate,No,54.200095498983146,59.02642077816286,55.26231692321532
S22553,13.9,47.6,60.4,No,Master,Yes,64.33687569111996,53.55604928357316,58.873610748412744
S22554,6.1,62.9,63.5,Yes,Doctorate,No,59.61504394153228,60.47274250312357,63.00125034912086
S22555,7.7,30.4,69.9,Yes,High School,Yes,67.61666205047638,58.74277064652578,71.51697829059115
S22556,10.4,66.2,74.1,Yes,Doctorate,Yes,74.46025425093327,71.8902279234404,77.11923084157013
S22557,16.9,84.9,59.1,Yes,,Yes,65.97155810327119,61.57836210107847,57.13770574051154
S22558,11.0,59.2,68.1,Yes,Doctorate,,69.06392038862148,64.13988330963856,69.12871664046575
S22559,12.6,70.0,58.1,Yes,High School,Yes,60.74144166237334,56.842365917753874,55.81216728434638
S22560,8.5,82.8,54.0,Yes,Associate,Yes,52.51178732001752,55.953518414714054,50.33557618960849
S22561,9.6,129.5,83.1,Yes,Doctorate,Yes,82.7075518781183,96.71266029605044,89.1222729727173
S22562,9.8,73.4,65.0,No,High School,No,64.75561383240203,64.59189472629036,65.00506396421467
S22563,11.5,89.4,56.5,No,Doctorate,No,57.96653118008512,60.09604054619105,53.68235732363992
S22564,8.5,71.3,69.0,Yes,Associate,Yes,67.52016213475869,68.06578743488723,70.31695717166389
S22565,16.7,82.1,81.3,Yes,Doctorate,Yes,87.99999942738104,83.07983790042195,86.73414536001358
S22566,8.1,74.4,56.4,Yes,High School,No,54.53416880748929,56.25812398921488,53.54478702746144
S22567,1.5,75.27632340559882,70.5,No,Associate,No,61.96379432397316,68.38995732647118,72.34680766040941
S22568,23.7,75.27632340559882,73.3,No,Bachelor,Yes,87.0139830218501,72.28740915399129,76.06799865629696
S22569,8.4,99.9,67.6,No,High School,Yes,65.96315654528124,73.83555795395388,68.45032218830842
S22570,16.6,80.8,64.9,Yes,Associate,No,71.46584893545675,66.34573093787958,64.86820976269681
S22571,17.0,51.1,92.3,No,Associate,Yes,99.32395420979879,86.31510707077261,100.0
S22572,14.7,66.5,59.9,Yes,Doctorate,Yes,64.6260715612519,57.77880943548494,58.19952553827984
S22573,9.0,57.2,64.1,Yes,Associate,No,63.10986390201298,59.640485063520806,63.78459675382426
S22574,9.962744375740034,93.5,58.8,No,Associate,No,60.23342409937171,63.437126846521856,56.716724743338006
S22575,3.6,59.8,65.44010682523813,Yes,High School,Yes,59.0675557787135,61.64311995899812,67.36590642189526
S22576,20.0,92.2,65.44010682523813,,Bachelor,Yes,75.39084569432951,69.74924917347457,57.488446688530765
S22577,5.7,94.5,81.3,No,Associate,Yes,77.04097000908665,86.18290654170703,86.73533375174793
S22578,8.7,77.9,45.3,Yes,High School,Yes,44.03049518629562,46.02156205712398,38.71943083190465
S22579,10.5,85.9,71.4,No,Associate,Yes,71.89493243520126,74.12214370856282,73.5486954500675
S22580,9.5,65.0,56.2,Yes,High School,No,55.6628012258152,53.69270767596278,53.28252954083464
S22581,6.7,92.0,89.2,Yes,High School,No,85.91563358853303,93.4457623908728,97.2580393093751
S22582,17.0,50.2,69.4,No,Associate,No,76.37169526027344,63.201197441513926,70.86349515476408
S22583,14.8,65.7,65.44010682523813,No,Associate,Yes,70.19150324267953,63.126686845403285,53.57194734486954
S22584,11.6,68.8,61.6,No,Doctorate,No,63.21023602162847,60.061720997613534,60.466435328120575
S22585,8.0,94.7,71.5,Yes,Associate,Yes,69.50223472001625,76.43246416182478,73.67249605773347
S22586,15.3,109.1,60.6,No,Master,,65.92137935922236,69.12623392490335,59.11991691035728
S22587,7.7,65.9,49.7,Yes,Bachelor,No,47.37765683611217,47.42523457848591,44.600430137396735
S22588,17.9,73.1,25.5,No,Bachelor,No,33.35195920168908,25.01631060213093,12.319098755059658
S22589,10.6,51.4,94.0,No,Doctorate,No,94.55610457741714,88.09416434834804,100.0
S22590,16.1,75.27632340559882,100.0,No,Doctorate,No,100.0,99.5844028333631,100.0
S22591,9.4,97.0,49.4,No,Bachelor,Yes,48.830898369082085,54.9074881295821,44.194156452573445
S22592,10.4,39.1,68.7,No,Bachelor,No,69.05766591020473,59.721155002477765,69.94111616155362
S22593,16.1,75.27632340559882,58.0,No,High School,No,64.12710530729333,58.09243444806292,55.6612957163887
S22594,21.0,89.4,80.0,Yes,High School,,90.96962575902222,83.5901191828703,85.01350798663151
S22595,17.8,76.1,60.7,No,Bachelor,Yes,68.50183408752441,60.98521312593689,59.25035835150826
S22596,14.4,71.2,60.4,No,Bachelor,Yes,64.78567309688925,59.453237799842626,58.865866095432004
S22597,12.9,92.5,45.1,Yes,High School,No,48.04641716478798,49.482456522030034,38.47188713892401
S22598,7.5,58.8,53.6,Yes,High School,Yes,51.065256548701875,49.55625168543667,49.80123156570151
S22599,11.5,59.4,78.2,No,Master,No,79.67614870552717,74.30282374496407,82.59516818845091
S22600,5.4,38.1,74.0,Yes,Master,Yes,69.43475408001635,64.76883982206057,76.98689719322725
S22601,11.9,75.27632340559882,65.44010682523813,No,Master,No,67.319017493662,67.06682890306239,64.77876719125987
S22602,-1.0,79.4,85.5,No,High School,No,87.70025330346787,86.60576242888733,92.34788055682188
S22603,0.2,63.5,65.44010682523813,No,Master,No,55.63588111789717,62.57278414190001,59.111571922789004
S22604,10.2,57.1,47.8,Yes,High School,Yes,47.99369304595853,43.33172401544507,42.08325691133159
S22605,12.1,74.1,62.5,No,Bachelor,Yes,64.57437449544553,62.26290576913637,61.65465126464407
S22606,9.6,76.9,79.9,No,High School,Yes,79.4814507143049,80.38065949234732,84.86328689796048
S22607,11.8,51.0,65.44010682523813,Yes,High School,Yes,67.23035101952098,59.45241099431862,73.59834396626698
S22608,3.3,36.1,29.1,,,Yes,22.39138878321843,19.37005746602331,17.149984964354868
S22609,9.962744375740034,40.5,55.2,No,High School,No,51.32067847219871,46.57309852760296,51.92538281769602
S22610,15.2,45.9,84.0,No,High School,No,89.17469081581966,76.73218864338833,90.34913064185302
S22611,10.0,50.9,44.8,No,Bachelor,Yes,44.80285832822888,38.77208397559164,38.061809707678286
S22612,11.7,73.3,32.3,No,Bachelor,No,33.99939490657454,31.879957069318948,21.393937844482576
S22613,7.3,76.7,60.7,No,Master,No,57.96739419645711,61.124442679177776,59.266891573336245
S22614,10.1,71.6,65.44010682523813,,Doctorate,Yes,65.53757694162242,64.60020874122345,71.28325138694534
S22615,-1.5,82.2,68.0,No,Master,No,56.489939099324005,69.79368330850268,69.0023527977121
S22616,14.2,83.0,83.6,No,,No,87.83005969210383,85.6040107621377,89.80106218406785
S22617,19.0,81.6,90.2,No,Doctorate,No,99.23966419476236,91.84967777163388,98.59942073853797
S22618,4.7,76.8,83.2,No,Doctorate,Yes,77.8749122539268,83.64557997652378,89.26886449055048
S22619,5.3,53.9,86.7,Yes,Master,Yes,81.99833906245216,81.41810391530247,93.94141448053813
S22620,12.2,48.3,41.3,No,High School,Yes,43.50439949118741,34.62472006656473,33.39434912200093
S22621,17.4,63.8,56.9,Yes,Associate,No,64.26939645253373,54.089683422663846,54.19177776393372
S22622,10.0,97.7,50.7,No,,No,50.68951341308528,56.377079531064254,45.9452292428774
S22623,3.9,121.9,59.3,Yes,Doctorate,No,53.15340989593748,71.02105842538965,57.38919582569864
S22624,9.0,86.1,79.8,Yes,High School,Yes,78.75691381681064,82.58610371965253,84.74250353166829
S22625,4.9,82.2,77.5,No,Doctorate,Yes,72.35033959844104,79.28961986752685,81.6618618761698
S22626,6.7,75.27632340559882,61.5,No,High School,Yes,58.155768535656115,66.83485496813485,60.343512289227654
S22627,8.5,105.3,83.7,No,Associate,No,82.17979450423341,91.26548317199172,89.91967495177808
S22628,5.4,56.6,45.0,No,Associate,No,40.353377058791864,40.38890936100671,38.32300370275173
S22629,6.1,133.1,99.4,Yes,Bachelor,No,95.51047137912718,100.0,100.0
S22630,10.4,106.8,76.5,Yes,Bachelor,No,76.87267000111122,84.43957065707498,80.33056419218552
S22631,11.1,47.7,88.6,Yes,High School,Yes,89.67517906068615,81.76758016960679,96.46044855151429
S22632,2.9,55.0,58.8,Yes,Bachelor,No,51.68009833089516,53.80758396379769,56.73927263583978
S22633,12.0,131.3,53.1,No,Bachelor,Yes,55.081908612546684,67.18453743299594,49.11715768683624
S22634,8.1,95.7,86.9,No,Doctorate,Yes,84.99033068434302,92.08414664908037,94.21558594346513
S22635,13.6,63.1,67.3,Yes,High School,No,70.90130761776304,64.3140991481136,68.07459725626235
S22636,13.9,76.6,56.8,Yes,Associate,No,60.702487603439295,57.19596849379963,54.07439130274199
S22637,7.3,90.1,65.44010682523813,No,Master,No,62.717400920462886,69.21062059224452,65.91354736660385
S22638,13.1,92.8,60.2,No,Bachelor,Yes,63.27073847018867,64.6435598315104,58.605866169494995
S22639,5.8,102.4,69.7,Yes,High School,Yes,65.51521980150585,76.54132245221304,71.25982566319638
S22640,16.6,79.8,84.2,No,Master,No,90.81881031417646,85.41121478670996,90.61209664026502
S22641,6.0,80.6,65.7,No,Master,Yes,61.70431899571768,67.10223211601412,65.91944616059084
S22642,9.962744375740034,67.7,33.6,No,Bachelor,No,35.363748043127565,31.780914191087863,23.131018072384755
S22643,9.1,56.4,52.7,Yes,Master,Yes,51.7619542767786,48.055205817689576,48.6121419540065
S22644,4.9,55.5,60.6,,Master,No,55.51552742881199,55.7245536432209,59.119735429451666
S22645,14.5,72.1,62.9,Yes,Associate,No,67.40457880892654,62.18114168886383,62.20907700138401
S22646,9.962744375740034,81.9,35.0,Yes,Doctorate,,31.929340955666046,36.720976666840734,25.002294303259845
S22647,1.5,45.9,58.0,Yes,Doctorate,Yes,49.49963917510847,50.723593878208995,55.67679260541609
S22648,-4.4,75.27632340559882,65.44010682523813,Yes,Master,No,51.03004000939798,75.67171818087486,65.0150564891273
S22649,9.962744375740034,61.1,54.1,No,Doctorate,No,49.72477652786015,50.62178899841866,50.481989466449654
S22650,9.962744375740034,57.9,64.5,No,Bachelor,No,71.37954209649487,60.213729831257865,64.3229125650092
S22651,16.3,74.4,84.3,Yes,Doctorate,No,90.5886923375183,84.15867554512612,90.73893090690589
S22652,6.4,27.6,56.8,No,Associate,No,53.20700798826233,44.95027665558409,54.055951168337806
S22653,8.1,82.2,38.8,Yes,Master,Yes,36.9277254264931,40.608596166352605,30.058659823035043
S22654,7.7,75.27632340559882,97.1,Yes,Bachelor,No,94.77543462221988,92.14878883534291,100.0
S22655,3.3,36.6,55.9,No,Master,No,49.23283927275216,46.28992868092235,52.8677328476057
S22656,5.3,77.9,61.1,Yes,High School,Yes,56.35584064188329,61.81725593075341,59.813778941441974
S22657,14.9,77.8,65.5,Yes,High School,Yes,70.40574759700392,66.21085512904286,65.66168353563852
S22658,12.5,113.9,65.44010682523813,Yes,Master,Yes,67.95954618213513,75.16639517055566,58.59373722475738
S22659,11.4,78.6,68.6,No,Master,Yes,69.96544429264944,69.49813423807261,69.80449013959523
S22660,3.3,78.4,57.7,No,Doctorate,Yes,51.02426694169571,58.56093783167741,55.255673321109626
S22661,10.5,75.8,68.5,No,High School,Yes,69.0035160701699,68.70652249851466,69.67902139279445
S22662,-1.5,23.4,73.3,No,Master,No,61.78077515255989,60.40791485316389,76.07206110804334
S22663,14.2,76.5,82.8,No,Associate,No,87.01401345630266,83.18412101877908,88.7374055646999
S22664,11.3,74.0,91.3,No,Master,No,92.5928745036857,91.05772346048452,100.0
S22665,3.3,72.1,61.8,Yes,Bachelor,Yes,55.073837739500846,61.076310620923174,60.73506677499014
S22666,18.1,58.3,65.44010682523813,Yes,Doctorate,,73.52223461268834,61.270980628078696,62.618771226171376
S22667,1.0,86.3,46.6,No,Doctorate,No,37.6191767041571,49.42524216045316,40.468681730128
S22668,12.7,55.5,73.4,Yes,Doctorate,No,76.05153091124802,68.5168427940297,76.19539753964531
S22669,12.8,89.1,65.2,Yes,Associate,No,67.97585884489331,68.72698540221381,65.25239910943542
S22670,3.8,82.8,62.5,,Bachelor,,56.3016478032376,64.4408798849613,61.6544189463718
S22671,9.8,103.0,46.5,No,Master,Yes,46.310746545949414,53.51184389383815,40.326057757849185
S22672,1.8,65.7,54.9,No,High School,Yes,46.715860789235684,52.57989782337871,51.540699717497
S22673,-4.2,101.7,74.1,No,Doctorate,Yes,59.86812841836593,80.78595234718824,77.1416144460342
S22674,4.7,79.2,78.9,Yes,Doctorate,Yes,73.56061886534171,79.96155682124949,83.5208575004666
S22675,6.9,73.5,68.7,Yes,Associate,No,65.61687528869003,68.32394644981198,69.92227572358178
S22676,13.2,57.9,66.2,No,Master,No,69.42128090405396,61.93434493815099,66.5848508875556
S22677,10.3,82.9,84.1,No,,Yes,84.43704042530409,86.0779524864311,90.47635081575258
S22678,10.5,65.5,77.9,No,Doctorate,No,78.36772729693074,75.51955746609136,82.18788317860113
S22679,4.9,74.4,77.8,No,Associate,Yes,72.72789188358207,77.66061850038434,82.0618345357171
S22680,7.3,90.5,53.2,,Doctorate,No,50.54994347979307,57.08708557662973,49.27603406975669
S22681,5.4,74.4,98.1,Yes,Associate,No,93.45036695065419,97.94634085706119,100.0
S22682,3.9,81.3,88.3,No,Bachelor,No,82.17512996485095,89.88616232442534,96.05658479822696
S22683,7.0,105.3,71.4,No,Doctorate,No,68.43150286506372,78.96821344434917,73.5227027963003
S22684,10.4,86.3,55.2,No,Doctorate,Yes,55.57256192548167,58.01411782918227,51.949274697241016
S22685,9.962744375740034,61.4,51.3,,Master,No,48.43680740287898,47.90426206427717,46.732591396877986
S22686,8.4,66.9,71.5,Yes,Bachelor,,69.88248665287513,69.47258784850344,73.6730829640334
S22687,13.5,77.8,69.0,No,High School,Yes,72.47457405455695,69.70355569256031,70.33354467305433
S22688,9.962744375740034,75.27632340559882,61.5,Yes,Bachelor,No,58.99622790654648,72.1078041352559,60.323699760699476
S22689,3.3,48.3,49.2,Yes,Associate,No,42.53016684506055,42.52653472291642,43.94515390827154
S22690,12.8,78.8,70.4,Yes,Bachelor,Yes,73.2172676080062,71.35076327640304,72.19429976296554
S22691,11.3,102.3,62.5,Yes,Associate,No,63.829248242541425,69.32219017127181,61.67933048102505
S22692,11.6,87.3,42.7,Yes,Doctorate,No,44.34329749086157,45.773117123094494,35.27235478885206
S22693,13.1,72.4,65.2,No,High School,Yes,68.32919328767855,64.53928112603819,65.25569785749495
S22694,12.3,75.27632340559882,79.1,Yes,Master,No,81.38320763653972,70.50185120797926,83.79054792844413
S22695,10.1,105.2,100.0,Yes,Associate,Yes,100.0,100.0,100.0
S22696,22.0,150.0,60.1,Yes,High School,Yes,72.05726331426047,57.733960863713364,58.476897711562316
S22697,3.6,55.9,65.44010682523813,No,Associate,Yes,59.01526309372836,60.67518188953063,73.97469997443707
S22698,7.1,80.0,54.2,No,Associate,No,51.26791360755721,55.454605293697824,50.58365160606823
S22699,14.8,103.5,70.6,Yes,Master,No,75.43667182339082,77.73570905809447,72.47288577209414
S22700,10.7,83.1,57.3,No,Doctorate,Yes,58.012931460477866,59.324395862753555,54.720045743568214
S22701,13.8,67.7,66.2,Yes,Master,Yes,69.9896151700562,64.37694668516373,66.59432368281453
S22702,10.8,80.0,58.6,,High School,No,59.448782147684355,59.84000436400176,56.482232870970435
S22703,16.9,77.4,84.1,Yes,,No,90.9702827557999,84.6922994202607,90.46086118483103
S22704,5.0,65.6,69.7,Yes,Doctorate,Yes,64.66244572183378,67.35941682423186,71.26595891570469
